GEO.id,county,tot_pop,male,female,under_5,5_9,10_14,15_19,20_24,25_34,35_44,45_54,55_59,60_64,65_74,75_84,85_over,median_age,hispanic_latino,white,black,aian,asian,nhopi,other,median_income,insurance,private_insure,public_insure,no_insurance,year
0500000US06011,Colusa ,21366,11064,10302,1770,1768,1619,1720,1370,2688,2686,2750,1145,1239,1435,935,241,33.9,11953,8338,174,181,245,16,918,52158,16542.0,10497.0,8041.0,4581.0,2013
0500000US06013,Contra Costa ,1065794,520220,545574,66149,74174,73211,73579,63053,131727,148550,164085,71063,62152,76680,41121,20250,38.6,261427,503167,93777,2869,154869,4731,86775,78756,933765.0,780247.0,269498.0,126165.0,2013
0500000US06015,Del Norte ,28357,15733,12624,1820,1557,1558,1941,1944,3827,3436,4515,1928,1805,2411,1184,431,39.1,5217,18205,889,1223,709,100,3988,37909,21153.0,12765.0,11850.0,3726.0,2013
0500000US06017,El Dorado ,180982,90576,90406,8982,11023,12164,12328,9487,17334,21363,31220,15508,13446,16672,7983,3472,44.1,22034,144293,1480,1281,6358,188,10618,69297,161594.0,137085.0,50234.0,18382.0,2013
0500000US06019,Fresno ,939605,469204,470401,79482,77388,73890,77505,77703,135615,114748,114497,49878,41711,52629,29957,14602,30.9,477078,302091,45457,4814,88753,1216,38606,45563,746473.0,453593.0,372847.0,181440.0,2013
0500000US06021,Glenn ,28054,14194,13860,2037,1892,2466,2126,1788,3118,3563,3915,1515,1822,2099,1225,488,37.2,10726,15447,196,543,703,36,781,43023,21992.0,14269.0,10933.0,5722.0,2013
0500000US06023,Humboldt ,134613,67457,67156,7464,7293,7239,9629,12474,19293,15368,17755,10930,8759,10361,5600,2448,37.5,13584,103483,1552,7260,3070,465,10183,41426,107595.0,75594.0,48523.0,25856.0,2013
0500000US06025,Imperial ,175201,90083,85118,14112,14160,13706,14594,14014,24169,22182,22204,9962,7136,10209,6589,2164,31.8,141709,23456,4938,1343,2308,99,2585,41807,129824.0,74240.0,65617.0,35097.0,2013
0500000US06027,Inyo ,18482,9312,9170,1095,921,1149,1082,863,2038,1950,2776,1519,1525,1833,1180,551,45.7,3684,12051,170,1913,271,32,632,44796,15449.0,11319.0,7034.0,2737.0,2013
0500000US06029,Kern ,848204,436648,411556,72910,70865,67762,69911,68057,124344,108372,107313,43749,36627,45733,24056,8505,30.8,422395,321424,45164,5536,35050,973,34206,48552,652377.0,420709.0,296735.0,164775.0,2013
0500000US06031,Kings ,151806,85119,66687,12714,11785,10974,11147,13079,24991,21806,19719,7550,5551,7206,3794,1490,31.1,78236,53046,9843,1200,5292,315,7344,48133,106674.0,73001.0,44217.0,24908.0,2013
0500000US06033,Lake ,64260,32366,31894,3543,3468,3820,4147,3330,6714,7031,9573,5374,5487,6874,3235,1664,45.1,11323,47227,1480,1855,785,148,2738,36548,51460.0,31139.0,29710.0,12130.0,2013
0500000US06035,Lassen ,34018,22555,11463,1518,1206,1672,1774,3247,6570,5247,5180,2310,1790,1990,1122,392,37.3,6084,22540,2824,1026,453,218,1587,53107,21181.0,15764.0,8584.0,2495.0,2013
0500000US06037,Los Angeles ,9893481,4878648,5014833,646180,630923,662325,729373,767908,1501451,1422582,1370135,577663,473919,600620,350713,159689,35.1,4741492,2721187,803913,17674,1356049,23829,434741,55909,7642462.0,5333687.0,2912806.0,2177718.0,2013
0500000US06039,Madera ,151435,73133,78302,11960,11992,11759,11697,11165,20832,18904,19013,8197,7978,10403,5559,1976,33.2,82456,56775,4641,1687,2942,625,4513,45625,114168.0,65133.0,62527.0,29608.0,2013
0500000US06041,Marin ,254643,125104,129539,13558,15099,15289,13453,10215,24485,35750,41844,20913,19411,25116,13231,6279,44.8,39540,185230,6682,489,14253,518,14974,90839,226350.0,197271.0,65210.0,22141.0,2013
0500000US06043,Mariposa ,18061,9071,8990,737,711,1065,1059,856,1643,1674,3037,1777,1533,2365,1319,285,50.1,1717,14939,158,418,195,81,1106,49820,15713.0,11601.0,7374.0,2218.0,2013
0500000US06045,Mendocino ,87497,43906,43591,5136,5108,5540,5529,4865,10382,10322,11886,6936,7244,8316,4252,1981,41.8,19856,59274,591,3015,1521,180,5800,43469,70526.0,44210.0,36967.0,16043.0,2013
0500000US06047,Merced ,258707,130511,128196,21921,21484,22813,23822,21063,35644,32230,31124,13184,10236,14062,8239,2885,30.0,143858,80708,8873,981,19445,511,8359,42591,206645.0,124125.0,103242.0,49068.0,2013
0500000US06049,Modoc ,9468,4777,4691,499,428,699,549,486,856,934,1483,819,747,1160,599,209,46.9,1353,7420,125,255,24,0,582,36212,7466.0,4828.0,4189.0,1661.0,2013
0500000US06051,Mono ,14217,7563,6654,837,856,879,846,1031,2182,2009,2133,1138,822,1013,339,132,37.2,3817,9603,45,195,110,94,706,61757,11187.0,8703.0,3865.0,2917.0,2013
0500000US06053,Monterey ,420569,216345,204224,33063,31711,28990,31592,33043,63216,55305,52895,23067,21417,24488,14701,7081,33.0,235119,136539,11222,1227,25117,2019,18311,59168,315069.0,228910.0,124483.0,86719.0,2013
0500000US06055,Napa ,137837,68721,69116,8039,8570,9034,9465,8801,16870,17649,19685,9578,8672,11297,6618,3559,39.8,44942,76851,2771,477,9516,327,5762,70443,116135.0,97898.0,36545.0,19708.0,2013
0500000US06057,Nevada ,98509,48894,49615,4238,5111,5365,5925,4584,9340,10406,15082,9055,9206,11487,5932,2778,48.5,8598,84987,329,796,1439,108,4434,57353,83193.0,67159.0,33931.0,14467.0,2013
0500000US06059,Orange ,3051771,1509674,1542097,192168,199292,208005,221447,222051,422089,435659,447834,184350,151499,199773,114710,52894,36.4,1032879,1327507,45900,6163,555650,9138,143101,75422,2509854.0,1978158.0,752995.0,524745.0,2013
0500000US06061,Placer ,355924,173709,182215,20727,24125,24783,24413,19082,39659,46908,53425,23895,21746,31452,17895,7814,40.4,46425,268514,4147,1805,21953,537,24395,72725,318638.0,278658.0,89225.0,34844.0,2013
0500000US06063,Plumas ,19586,9810,9776,1011,1109,799,1027,903,1826,1903,2855,2128,1690,2686,1217,432,49.9,1591,16628,238,373,149,259,696,45794,15865.0,11840.0,7739.0,3553.0,2013
0500000US06065,Riverside ,2228528,1109691,1118837,161165,167271,177696,183421,162952,291550,294008,295061,120101,103773,149288,89351,32891,33.9,1025543,867859,131246,10085,130179,6124,109746,56529,1759182.0,1254341.0,688467.0,445542.0,2013
0500000US06067,Sacramento ,1435207,702786,732421,100347,98811,99876,101402,104814,211318,190839,199094,88482,73389,89668,52968,24199,35.1,312797,688052,139014,7207,206253,13925,131876,55064,1210208.0,894774.0,460894.0,206300.0,2013
0500000US06069,San Benito ,56115,28051,28064,4046,4287,4587,4531,3731,7161,7518,8332,3393,2768,3294,1773,694,34.5,31930,21025,477,188,1060,0,2689,66237,47051.0,35230.0,16587.0,8840.0,2013
0500000US06071,San Bernardino ,2056915,1023385,1033530,157450,155785,168238,174577,166900,289177,272186,275515,113663,92146,110923,58048,22307,31.9,1026596,667933,170307,7723,129480,6302,92509,54090,1610790.0,1099192.0,639922.0,407029.0,2013
0500000US06073,San Diego ,3138265,1576095,1562170,206703,197944,194827,220033,272269,485980,422098,428123,186943,155399,194276,116433,57237,34.8,1015362,1505595,150348,11081,342729,13343,194720,62962,2524386.0,2014846.0,778619.0,510383.0,2013
0500000US06075,San Francisco ,817501,415283,402218,36613,28914,26728,32786,57049,175419,135200,112498,50295,48869,57055,38053,18022,38.5,124167,341100,45909,1942,270621,3362,57053,75604,723169.0,577162.0,214734.0,89934.0,2013
0500000US06077,San Joaquin ,693177,345105,348072,53864,54156,57015,56784,50669,92151,90687,91790,40044,31354,41278,23108,10277,32.9,272529,245469,46840,2840,97353,3504,48316,53380,567185.0,395715.0,232072.0,116956.0,2013
0500000US06079,San Luis Obispo ,272094,139115,132979,13463,13513,14617,21923,28694,31933,29397,37601,20294,17675,22941,13379,6664,39.5,57503,191906,5558,1050,9179,323,12712,58697,227676.0,190278.0,74636.0,36385.0,2013
0500000US06081,San Mateo ,729543,358960,370583,46175,46215,42139,41178,40545,101417,108875,110510,49044,42939,53317,31265,15924,39.3,184742,305350,18486,998,182829,10374,50978,88202,647044.0,551223.0,170725.0,77713.0,2013
0500000US06083,Santa Barbara ,427288,214542,212746,27818,26451,26430,37253,45946,57100,49965,53897,24818,21432,28194,17957,10027,33.5,184851,202598,7118,2101,20577,745,18067,62779,342794.0,262641.0,124946.0,77128.0,2013
0500000US06085,Santa Clara ,1812208,910196,902012,123460,125576,113788,114002,115177,273779,279970,265822,107597,86505,112625,65462,28445,36.4,485593,628410,43760,4014,585369,5975,114370,91702,1594517.0,1319370.0,417596.0,207996.0,2013
0500000US06087,Santa Cruz ,264808,131850,132958,15122,14997,15329,22319,26383,32694,32872,37404,20055,16629,17495,8911,4598,36.9,85703,156844,2488,733,10839,334,15491,66519,224136.0,179441.0,69648.0,39209.0,2013
0500000US06089,Shasta ,177966,87600,90366,10311,10738,11026,11943,11260,20479,19377,25543,13861,12093,17616,9557,4162,42.1,15419,145932,1636,3790,4303,342,12997,44651,148663.0,100192.0,74187.0,27918.0,2013
0500000US06091,Sierra ,3127,1497,1630,112,155,149,177,63,201,468,464,392,298,419,158,71,51.3,281,2727,18,35,2,14,100,39009,2461.0,1738.0,1181.0,638.0,2013
0500000US06093,Siskiyou ,44503,22219,22284,2383,2712,2394,2717,2166,4331,4487,6329,3747,4089,5296,2696,1156,47.1,4799,35153,564,1178,610,114,4170,37709,37616.0,24602.0,20612.0,6594.0,2013
0500000US06095,Solano ,417258,208246,209012,26576,27467,28075,29452,30080,56416,53659,62708,28122,24931,28337,15429,6006,37.1,102082,168938,57321,1494,59677,3546,47139,67177,349109.0,278000.0,116795.0,51556.0,2013
0500000US06097,Sonoma ,487469,239661,247808,27507,28878,29861,32443,32472,62104,60356,72037,36333,33918,39250,21158,11152,40.2,122818,320511,6875,3641,19101,1540,24980,63356,414703.0,334221.0,139397.0,68017.0,2013
0500000US06099,Stanislaus ,518321,256551,261770,39601,37942,42883,41806,38375,71190,66494,68738,29559,24524,31592,17522,8095,33.0,220267,238928,13305,2633,26349,3423,26060,49297,423034.0,285597.0,182012.0,91838.0,2013
0500000US06101,Sutter ,94787,47083,47704,6958,7762,6563,7115,6638,12626,11921,12499,5227,4981,6822,4229,1446,34.8,27538,47206,1637,807,13396,303,7721,50408,75728.0,50063.0,35284.0,17678.0,2013
0500000US06103,Tehama ,63241,31435,31806,4269,4012,4578,4516,3702,7311,7192,8938,4477,3870,5901,3297,1178,39.9,14226,45080,410,1082,726,58,3303,41924,51927.0,32644.0,28424.0,10562.0,2013
0500000US06105,Trinity ,13638,6968,6670,615,634,794,613,563,1326,1415,2116,1414,1238,1740,780,390,49.8,957,11337,127,254,161,31,1504,36890,10524.0,6080.0,6370.0,2906.0,2013
0500000US06107,Tulare ,446644,224021,222623,41011,39373,39894,38214,33744,62616,55019,52280,22453,18738,24177,13407,5718,29.9,273533,142669,5765,3048,14264,412,13491,42708,347361.0,196986.0,183212.0,94972.0,2013
0500000US06109,Tuolumne ,54728,28793,25935,2283,2784,2492,3228,2913,6110,5635,8194,4776,4649,6535,3743,1386,48.0,5982,44507,1122,728,572,105,3081,48426,45086.0,33199.0,22854.0,6115.0,2013
0500000US06111,Ventura ,829017,411721,417296,54849,57364,59078,62605,58182,106715,109508,122299,52939,44127,55211,31402,14738,36.6,337773,398921,13336,2072,55723,1142,39263,76544,687625.0,551410.0,213572.0,133042.0,2013
0500000US06113,Yolo ,202288,98679,103609,12225,12867,12119,18732,28737,27770,23820,24640,10952,9622,11418,6368,3018,30.7,62047,99870,4534,1098,25654,1029,15572,55918,174273.0,141573.0,49995.0,26428.0,2013
0500000US06115,Yuba ,72574,36942,35632,6210,5952,5486,5213,5556,10839,8652,9292,3909,3909,4388,2333,835,31.9,18692,42013,2173,742,5218,242,6573,44902,58395.0,35086.0,30662.0,11631.0,2013
0500000US06001,Alameda ,1559308,763965,795343,97537,95681,92804,96814,109497,240451,232433,224438,99146,86321,103202,54135,26849,36.9,352500,519375,179984,4688,421451,12502,133229,73775,1364761.0,1084523.0,413231.0,182223.0,2014
0500000US06003,Alpine ,1202,665,537,27,79,60,102,92,120,150,161,113,73,127,85,13,43.6,86,830,11,208,12,14,82,61343,935.0,628.0,443.0,267.0,2014
0500000US06005,Amador ,37159,19966,17193,1284,1763,1667,2034,1678,3294,4243,5970,3287,3476,4987,2476,1000,49.6,4724,29696,781,643,482,80,1504,52964,29479.0,22654.0,14316.0,3539.0,2014
0500000US06007,Butte ,221578,109745,111833,12178,12500,12727,16301,26049,26502,23064,27080,14747,14720,19065,11212,5433,36.9,32968,164509,2996,1649,9298,338,19520,43165,186749.0,128382.0,88760.0,32677.0,2014
0500000US06009,Calaveras ,44921,22257,22664,1847,2338,2389,2743,1981,3548,4276,6928,4123,4285,6539,2811,1113,50.3,4901,37234,280,324,513,131,3076,54936,39604.0,30441.0,17953.0,4877.0,2014
0500000US06011,Colusa ,21424,11156,10268,1731,1774,1593,1687,1395,2727,2660,2770,1275,1133,1452,991,236,34.1,12155,8184,180,274,283,19,658,50503,16869.0,10268.0,8616.0,4351.0,2014
0500000US06013,Contra Costa ,1081232,527174,554058,65548,74534,73803,73189,65052,134277,148692,164788,73239,63686,81499,42245,20680,38.7,267859,503515,93141,3002,159608,4809,95445,79799,955467.0,788386.0,287258.0,120043.0,2014
0500000US06015,Del Norte ,28066,15563,12503,1787,1595,1538,1834,1962,3772,3217,4415,1985,1809,2515,1122,515,39.2,5231,17906,991,1232,594,46,4097,39302,21343.0,12617.0,12229.0,3189.0,2014
0500000US06017,El Dorado ,181465,90744,90721,8634,11200,11736,12172,9885,17349,20927,30246,15692,14058,17746,8319,3501,44.4,22411,143978,1533,1160,6780,191,10748,68507,162690.0,134698.0,54234.0,17702.0,2014
0500000US06019,Fresno ,948844,473427,475417,79613,78352,73801,75832,78538,137867,115496,114615,50041,44125,55379,30364,14821,31.2,485914,300279,45398,4635,90465,1291,39962,45201,764281.0,459151.0,386910.0,173241.0,2014
0500000US06021,Glenn ,28019,14204,13815,2028,1897,2383,2105,1810,3364,3221,3820,1649,1843,2170,1242,487,36.7,10906,15244,217,497,658,77,818,40106,22307.0,14525.0,11026.0,5403.0,2014
0500000US06023,Humboldt ,134876,67533,67343,7417,7600,6950,9437,12586,19260,15626,17125,10723,9076,10968,5661,2447,37.4,13940,102908,1581,6849,3053,422,11967,42153,108553.0,74179.0,51058.0,25205.0,2014
0500000US06025,Imperial ,177026,90736,86290,14348,14483,13411,14252,14544,24461,22110,21958,10197,7441,10648,6690,2483,31.9,144090,22957,4802,1289,2385,92,2707,41772,133939.0,75517.0,68577.0,32873.0,2014
0500000US06027,Inyo ,18439,9268,9171,1103,969,1073,1112,922,2018,1984,2520,1371,1708,1890,1109,660,45.3,3730,11951,192,1937,240,35,636,45625,15613.0,11341.0,7203.0,2454.0,2014
0500000US06029,Kern ,857730,440712,417018,73020,72006,68019,68543,69665,126485,108931,107100,44897,38267,47523,24836,8438,31.0,432370,319419,45563,5496,36612,915,33557,48574,674526.0,426042.0,313730.0,153226.0,2014
0500000US06031,Kings ,151390,84233,67157,12396,12060,10808,10938,13270,25001,21185,19499,7682,5710,7428,3899,1514,31.2,78911,52180,9412,1141,5285,325,7899,47341,108557.0,72750.0,46306.0,22682.0,2014
0500000US06033,Lake ,64209,32299,31910,3597,3621,3581,3979,3460,6721,6916,9211,5370,5592,7148,3497,1516,45.2,11601,46876,1430,1861,762,139,2945,35997,51614.0,30065.0,30466.0,11930.0,2014
0500000US06035,Lassen ,33356,22357,10999,1282,1146,1584,1768,3312,6577,5002,5019,2201,1837,2097,1120,411,37.3,6040,22024,2852,960,485,218,1451,53351,20251.0,14852.0,8421.0,2541.0,2014
0500000US06037,Los Angeles ,9974203,4913688,5060515,644638,629141,651107,714751,776820,1522133,1419395,1379750,596246,490329,628108,356889,164896,35.3,4800491,2711665,802132,18207,1377333,23921,456101,55870,7838038.0,5362287.0,3081399.0,2064765.0,2014
0500000US06039,Madera ,152452,73450,79002,11788,12307,11580,11621,11265,20936,19249,18725,8872,7684,10728,5721,1976,33.3,84009,56174,4927,1661,3008,212,4616,45490,116837.0,65954.0,65062.0,27479.0,2014
0500000US06041,Marin ,256802,125838,130964,13253,15543,15401,13543,10472,24399,35307,41766,20626,19854,26647,13531,6460,45.1,40414,185603,6459,412,14464,537,16575,91529,230200.0,196830.0,69238.0,20866.0,2014
0500000US06043,Mariposa ,17946,9050,8896,697,876,905,974,854,1780,1630,2806,1719,1498,2540,1369,298,50.2,1729,14790,155,451,232,74,1030,50560,15981.0,12043.0,7309.0,1809.0,2014
0500000US06045,Mendocino ,87612,43979,43633,5153,5454,5231,5516,5142,10030,10255,11520,6979,7214,8976,4249,1893,42.0,20332,58871,631,3093,1560,184,5550,43290,72506.0,42337.0,40828.0,14198.0,2014
0500000US06047,Merced ,261609,131899,129710,21710,21718,22923,23477,21489,36376,32374,31238,13972,10217,14680,8314,3121,30.2,147270,79818,8676,922,19477,519,9239,43066,212919.0,124933.0,108468.0,45708.0,2014
0500000US06049,Modoc ,9335,4727,4608,474,443,664,577,402,912,893,1419,786,788,1173,562,242,47.1,1345,7301,108,220,38,0,646,38560,7501.0,4578.0,4397.0,1528.0,2014
0500000US06051,Mono ,14193,7520,6673,842,731,841,932,1167,2023,1868,2148,1136,903,1082,350,170,37.2,3843,9519,47,348,116,132,376,61814,10900.0,8603.0,3635.0,3212.0,2014
0500000US06053,Monterey ,424927,218060,206867,33266,31755,29842,31010,33220,63580,55598,53115,23613,22033,25851,14643,7401,33.3,239901,135763,10907,1251,25653,2049,18361,58582,321433.0,226408.0,133366.0,85128.0,2014
0500000US06055,Napa ,139253,69301,69952,7885,8113,9491,9196,9028,17078,17750,19690,9568,9183,11953,6642,3676,40.3,45937,76531,2853,344,10201,346,5860,70925,118192.0,98149.0,38617.0,19102.0,2014
0500000US06057,Nevada ,98606,48812,49794,4185,4960,5334,5741,4775,9469,10324,14384,8909,9424,12232,5942,2927,48.8,8751,84772,344,948,1446,151,4318,56949,83538.0,65734.0,36011.0,14156.0,2014
0500000US06059,Orange ,3086331,1525071,1561260,191910,198002,208157,218356,226171,428055,433257,452475,190763,157023,210057,117928,54177,36.7,1050771,1323581,47072,6264,569625,8735,155383,75998,2576285.0,1994162.0,802775.0,492871.0,2014
0500000US06061,Placer ,361518,176490,185028,20431,24609,24599,24389,19691,40274,47085,53520,24356,22559,33279,18936,7790,40.7,47800,270962,4504,1681,22855,574,25797,73747,324022.0,281866.0,94256.0,34833.0,2014
0500000US06063,Plumas ,19286,9754,9532,918,1094,731,1058,842,1815,1859,2780,2017,1705,2767,1244,456,50.6,1594,16295,135,454,198,160,900,48032,16220.0,11609.0,8294.0,2898.0,2014
0500000US06065,Riverside ,2266899,1127924,1138975,160031,169757,176189,181936,168163,299594,295809,299273,124792,108667,156869,90943,34876,34.2,1055027,868743,133798,10236,134734,6160,112591,56592,1812992.0,1262007.0,735197.0,430893.0,2014
0500000US06067,Sacramento ,1450277,709679,740598,99593,99134,100539,99410,105828,215070,191102,198792,90595,76538,94982,54114,24580,35.3,319934,686482,140377,6878,211277,13978,138291,55615,1235852.0,901267.0,482787.0,196622.0,2014
0500000US06069,San Benito ,56888,28428,28460,3998,4300,4671,4463,3820,7307,7470,8433,3506,2968,3425,1742,785,34.8,32657,21125,483,246,1108,71,2373,67874,48306.0,36586.0,16477.0,8395.0,2014
0500000US06071,San Bernardino ,2078586,1033761,1044825,156422,157395,165725,171239,170833,295188,272621,275825,118881,94695,117108,59512,23142,32.2,1050173,660447,170307,7479,133270,6465,96089,54100,1649142.0,1103156.0,673836.0,388674.0,2014
0500000US06073,San Diego ,3183143,1598266,1584877,209009,198586,195503,217680,274231,499034,424750,428521,190516,163134,205617,118194,58368,34.9,1039752,1510851,150600,11620,351811,13400,205539,63996,2594143.0,2048930.0,819220.0,488789.0,2014
0500000US06075,San Francisco ,829072,421516,407556,37434,29906,26894,32691,54810,180924,135652,113614,50260,50814,59435,37946,18692,38.6,126524,343368,45653,1680,276094,3409,60579,78378,742017.0,586763.0,224886.0,82498.0,2014
0500000US06077,San Joaquin ,701050,348616,352434,53328,53879,57730,55993,51821,93615,91079,92113,41426,32379,43728,23455,10504,33.2,278523,244319,47251,2585,100212,3757,47958,53253,580758.0,395164.0,247844.0,111486.0,2014
0500000US06079,San Luis Obispo ,274184,139946,134238,13406,13778,14487,21744,29440,32213,29519,36178,20699,17974,24429,13937,6380,39.5,58889,192262,5372,1021,9902,85,12942,59454,230098.0,189855.0,77522.0,36665.0,2014
0500000US06081,San Mateo ,739837,363891,375946,46186,46624,42851,40959,41233,103253,109502,110932,50313,44078,56029,31737,16140,39.4,187635,304779,18352,994,189837,10176,53386,91421,660604.0,557602.0,179429.0,74939.0,2014
0500000US06083,Santa Barbara ,431555,216370,215185,27870,26752,26627,36849,47494,57359,50001,53426,25748,21650,29457,18027,10295,33.6,188743,201923,6934,2041,20899,657,20133,63409,350890.0,267309.0,129285.0,73675.0,2014
0500000US06085,Santa Clara ,1841569,924848,916721,123124,125561,116971,113846,117267,277823,281840,268961,111282,90179,118011,67322,29382,36.6,492546,627346,44910,3766,606174,6185,117689,93854,1639475.0,1342936.0,441150.0,192980.0,2014
0500000US06087,Santa Cruz ,267203,132817,134386,15111,14981,15312,22433,27090,32786,32633,36754,20105,17386,19013,8783,4816,36.9,87406,156915,2269,879,11036,369,16315,66923,228969.0,179644.0,74319.0,36868.0,2014
0500000US06089,Shasta ,178520,87692,90828,10330,10919,10749,11571,11252,21027,19239,24893,13392,12762,18400,9718,4268,41.9,15908,145485,1692,3650,4397,317,13926,44556,150401.0,98997.0,77477.0,26728.0,2014
0500000US06091,Sierra ,3019,1481,1538,102,116,186,148,56,197,327,485,372,333,442,175,80,53.5,283,2636,4,21,3,16,112,43107,2418.0,1780.0,1148.0,572.0,2014
0500000US06093,Siskiyou ,44261,22021,22240,2367,2717,2372,2597,2244,4319,4460,5984,3790,4048,5548,2611,1204,47.3,4923,34749,565,1207,627,134,4106,37495,37780.0,23700.0,21602.0,6255.0,2014
0500000US06095,Solano ,421624,209901,211723,26351,27725,27727,28860,30762,57941,53224,62064,28363,26296,30229,15807,6275,37.2,104865,169041,57919,1389,61667,3562,45236,67341,357135.0,281969.0,122789.0,49136.0,2014
0500000US06097,Sonoma ,491790,241329,250461,27207,29549,29174,31804,32566,63163,60435,71119,36703,34935,42459,21137,11539,40.5,125674,320735,6594,3213,19295,1555,28210,63799,422564.0,335353.0,148074.0,64770.0,2014
0500000US06099,Stanislaus ,522794,258618,264176,39237,39122,41854,41196,38717,72172,66518,68740,30508,25270,33285,17907,8268,33.3,225013,237248,13055,2541,26684,3539,28320,49573,433847.0,285615.0,193503.0,85537.0,2014
0500000US06101,Sutter ,95067,47263,47804,6813,8127,6220,6993,6647,12731,11732,12450,5304,5050,7054,4408,1538,35.0,27931,46558,1744,793,13848,303,7616,51527,77529.0,50549.0,37024.0,16262.0,2014
0500000US06103,Tehama ,63284,31494,31790,4168,4319,4304,4349,3629,7432,7066,8899,4419,4016,6159,3332,1192,40.0,14539,44728,286,1093,798,70,3519,42369,53306.0,33404.0,28832.0,9342.0,2014
0500000US06105,Trinity ,13515,6885,6630,642,577,733,642,544,1323,1430,1973,1357,1309,1789,856,340,50.0,960,11235,110,374,152,74,1206,36862,10568.0,6144.0,6242.0,2736.0,2014
0500000US06107,Tulare ,451108,225881,225227,40923,40040,39895,37658,34546,63110,55524,52442,22825,19412,25271,13660,5802,30.1,279022,141322,5997,3241,14268,462,13240,42863,357302.0,194823.0,194915.0,89475.0,2014
0500000US06109,Tuolumne ,54347,28423,25924,2235,2841,2360,2919,2954,6289,5614,7755,4714,4743,6760,3718,1445,48.2,6048,44017,998,769,725,71,3055,48493,44745.0,32166.0,22924.0,6241.0,2014
0500000US06111,Ventura ,835790,414278,421512,54606,57076,58913,61536,59393,107785,108699,121993,54923,45267,58421,31438,15740,36.9,344520,397118,13499,2194,57102,1137,39758,77335,702617.0,556384.0,225520.0,125793.0,2014
0500000US06113,Yolo ,204162,99528,104634,12142,13182,11899,18516,29183,27960,23753,24685,11074,10046,12043,6468,3211,31.0,63249,99540,4605,963,26535,1023,16062,55508,178534.0,143547.0,52740.0,24075.0,2014
0500000US06115,Yuba ,73059,37020,36039,6137,5888,5555,5159,5654,10927,8712,9173,4216,3693,4644,2431,870,32.1,19181,41919,2261,762,5109,251,6837,45470,59163.0,35117.0,31344.0,11417.0,2014
0500000US06001,Alameda ,1584983,776699,808284,97613,96730,93457,95695,109299,248460,235732,225498,102779,87787,109230,55185,27518,37.1,358168,522707,179400,4851,436207,13243,136636,75619,1414617.0,1112221.0,438949.0,158734.0,2015
0500000US06003,Alpine ,1131,654,477,39,78,54,110,86,107,116,130,106,81,127,87,10,43.6,108,725,11,219,14,16,76,52917,912.0,601.0,455.0,219.0,2015
