GEO.id,county,tot_pop,male,female,under_5,5_9,10_14,15_19,20_24,25_34,35_44,45_54,55_59,60_64,65_74,75_84,85_over,median_age,hispanic_latino,white,black,aian,asian,nhopi,other,median_income,insurance,private_insure,public_insure,no_insurance,year
0500000US06005,Amador ,36995,20012,16983,1298,1651,1637,1992,1741,3415,4171,5723,3174,3536,5193,2451,1013,50.0,4784,29496,822,666,510,35,1361,54171,30189.0,22901.0,14703.0,2691.0,2015
0500000US06007,Butte ,222564,110115,112449,12155,12722,12541,15875,26177,27027,23241,26379,15065,14563,20126,11289,5404,36.8,33800,164214,3017,1525,9477,361,20192,43444,191049.0,128917.0,93125.0,29264.0,2015
0500000US06009,Calaveras ,44767,22143,22624,1803,2454,2156,2658,2047,3606,4254,6494,4190,4238,6784,3013,1070,50.7,4967,36951,259,396,390,151,3306,53233,39884.0,29579.0,19275.0,4498.0,2015
0500000US06011,Colusa ,21396,11129,10267,1680,1760,1630,1555,1475,2830,2566,2658,1337,1174,1525,988,218,34.0,12277,8017,131,216,419,39,594,52168,17430.0,10360.0,8965.0,3775.0,2015
0500000US06013,Contra Costa ,1096068,534618,561450,65183,74463,74635,72910,66834,136711,149270,165058,75305,64868,86311,43171,21349,38.8,273350,503815,94046,3071,165336,5200,98840,80185,984128.0,798694.0,309631.0,106428.0,2015
0500000US06015,Del Norte ,27788,15418,12370,1690,1574,1608,1588,1756,4048,3369,4239,2081,1715,2448,1106,566,38.8,5300,17582,787,1339,594,79,4187,40847,21249.0,12109.0,12478.0,2772.0,2015
0500000US06017,El Dorado ,182093,90970,91123,8377,10964,11692,12034,10130,17508,20580,29398,15800,14563,18810,8752,3485,44.9,22719,143804,1564,1041,7068,234,11224,69584,164967.0,135358.0,56995.0,16038.0,2015
0500000US06019,Fresno ,956749,477316,479433,79445,79617,73307,74241,78554,140474,116366,114290,51990,44350,58301,30702,15112,31.4,494077,298219,45409,4608,91670,1341,41032,45233,790026.0,467469.0,407855.0,155327.0,2015
0500000US06021,Glenn ,28029,14168,13861,2004,1928,2296,2122,1803,3383,3220,3740,1696,1850,2214,1257,516,37.2,11094,15065,241,485,695,71,756,39349,22748.0,14624.0,11418.0,4984.0,2015
0500000US06023,Humboldt ,135034,67533,67501,7365,7716,6883,9288,13197,18741,15856,16406,10372,9316,11728,5716,2450,37.4,14289,102235,1537,6279,3558,424,13117,42197,111608.0,73864.0,55478.0,22354.0,2015
0500000US06025,Imperial ,178206,91167,87039,14659,14104,13663,13902,14627,24762,22068,21737,9929,8039,11271,6764,2681,32.2,145855,22437,4530,1242,2422,111,3109,41079,138030.0,75636.0,72732.0,29742.0,2015
0500000US06027,Inyo ,18373,9214,9159,1075,921,1124,1078,939,1991,1950,2434,1448,1564,2074,1130,645,45.7,3778,11906,192,1865,244,118,540,45955,15900.0,11812.0,7146.0,2034.0,2015
0500000US06029,Kern ,865736,444547,421189,72598,72692,68819,67493,70697,128920,109119,106329,46479,39239,49472,25183,8696,31.1,441496,317048,46058,4846,38202,1000,33177,49026,703042.0,433132.0,335389.0,133703.0,2015
0500000US06031,Kings ,150998,83958,67040,12173,11947,10935,10789,13032,25080,20977,19240,7764,5843,7650,3986,1582,31.4,79452,51467,8883,1101,5360,350,8441,46481,110855.0,72936.0,49075.0,19641.0,2015
0500000US06033,Lake ,64158,32146,32012,3636,3485,3612,3829,3476,6795,6696,8991,5445,5510,7579,3681,1423,45.5,11899,46554,1357,1922,815,169,2736,35578,52877.0,30213.0,32110.0,10593.0,2015
0500000US06035,Lassen ,32645,21818,10827,1419,1145,1436,1629,3156,6625,4806,4660,2195,1838,2171,1136,429,37.0,5986,21526,2758,928,468,232,1477,51555,19720.0,14623.0,8474.0,2251.0,2015
0500000US06037,Los Angeles ,10038388,4945351,5093037,641635,623847,643445,698645,777642,1546236,1414607,1384892,611256,506424,657175,363318,169266,35.6,4842319,2703547,801739,18726,1401289,24657,465044,56196,8134459.0,5479225.0,3276323.0,1834501.0,2015
0500000US06039,Madera ,153187,73863,79324,11735,12070,11889,11383,11371,20982,19272,18646,8736,7998,11278,5762,2065,33.5,85245,55593,4941,1615,3027,212,4802,45073,119562.0,66217.0,67887.0,25115.0,2015
0500000US06041,Marin ,258349,126460,131889,13076,15016,16272,13891,10934,23917,34489,41746,20191,20262,28063,13897,6595,45.4,40875,185975,6181,455,14532,428,18192,93257,234162.0,198355.0,73154.0,18961.0,2015
0500000US06043,Mariposa ,17789,8931,8858,744,743,910,965,740,1811,1631,2708,1551,1683,2620,1403,280,50.6,1803,14539,192,417,231,25,1164,47681,16016.0,12077.0,7269.0,1600.0,2015
0500000US06045,Mendocino ,87544,43827,43717,5068,5605,5079,5393,5102,9958,10197,11268,6742,7256,9690,4153,2033,42.2,20693,58376,538,2977,1669,194,5885,42980,73966.0,42704.0,42624.0,12656.0,2015
0500000US06047,Merced ,263885,133152,130733,21563,22066,22757,23233,21861,36833,32484,31240,14074,10825,15341,8448,3160,30.4,150222,78992,8353,646,19443,505,10848,42462,219371.0,125243.0,115711.0,41521.0,2015
0500000US06049,Modoc ,9184,4664,4520,404,463,655,583,345,870,853,1433,594,916,1217,613,238,47.8,1345,7149,47,320,86,3,468,37860,7559.0,4541.0,4494.0,1381.0,2015
0500000US06051,Mono ,14146,7311,6835,739,868,897,599,1353,1976,1672,2206,1040,915,1338,317,226,38.5,3862,9405,59,233,155,2,860,56944,10730.0,7972.0,4185.0,3342.0,2015
0500000US06053,Monterey ,428441,219299,209142,33348,32186,30218,30604,33276,63790,56012,52816,24508,22004,27349,14490,7840,33.5,243894,135021,10981,1232,25223,1962,19776,58783,333477.0,228076.0,144115.0,76527.0,2015
0500000US06055,Napa ,140295,69798,70497,7883,8098,9513,9213,9020,17288,17846,19569,9815,8967,12634,6607,3842,40.3,46689,76016,2844,270,10611,271,6723,71379,122172.0,99419.0,42112.0,16222.0,2015
0500000US06057,Nevada ,98570,48668,49902,4290,4831,5170,5674,4688,9661,10212,13695,8710,9629,12962,6269,2779,49.0,8902,84497,462,924,1408,71,4505,56521,84944.0,65133.0,38121.0,12674.0,2015
0500000US06059,Orange ,3116069,1539600,1576469,191100,197619,206591,215277,227699,435177,430132,455401,198602,160814,220851,121529,55277,37.1,1064499,1320050,48196,6368,586050,8945,158795,76509,2653605.0,2014354.0,865258.0,445189.0,2015
0500000US06061,Placer ,366280,178729,187551,20315,24516,24685,24404,20204,40776,47156,53228,24720,23272,35298,19588,8118,41.0,49158,272814,4978,1358,23980,497,26529,73948,330979.0,284396.0,100183.0,32493.0,2015
0500000US06063,Plumas ,18966,9608,9358,910,990,749,970,877,1701,1885,2610,1824,1836,2860,1264,490,51.3,1574,15993,124,342,178,167,1176,47333,16469.0,11723.0,8368.0,2333.0,2015
0500000US06065,Riverside ,2298032,1143477,1154555,158382,170678,175635,180241,171097,307255,297089,301453,129067,112922,164711,94194,35308,34.5,1079778,867646,136414,10216,138736,5971,115066,56603,1891569.0,1281751.0,796866.0,383957.0,2015
0500000US06067,Sacramento ,1465832,717117,748715,99037,100310,100285,97547,105779,219626,191843,198226,93867,78025,100989,55001,25297,35.5,326742,686399,140253,6469,216772,14645,144105,55987,1273846.0,916157.0,510683.0,176039.0,2015
0500000US06069,San Benito ,57557,28773,28784,3999,4103,4826,4481,3970,7385,7514,8304,3622,3090,3714,1701,848,35.0,33307,21092,406,195,1441,54,2056,71077,49956.0,37005.0,17911.0,7439.0,2015
0500000US06071,San Bernardino ,2094769,1042053,1052716,155215,158353,163462,167591,172993,300914,272320,274668,121329,98996,123944,60788,24196,32.5,1070262,652920,169547,7616,136830,6611,98111,53433,1712581.0,1115713.0,731057.0,337526.0,2015
0500000US06073,San Diego ,3223096,1618945,1604151,210874,200489,194000,215043,274256,512116,427056,428074,194186,169328,217961,120847,58866,35.1,1060995,1515316,153024,11698,362467,13484,206609,64309,2682030.0,2080228.0,886388.0,441525.0,2015
0500000US06075,San Francisco ,840763,427909,412854,38123,30488,27427,31036,53917,187527,136300,114629,51611,50528,62062,38225,18890,38.5,128619,346732,44879,1520,281896,3370,63553,81294,765091.0,602198.0,232598.0,71076.0,2015
0500000US06077,San Joaquin ,708554,352400,356154,52620,54565,57687,55549,52431,95271,91392,92377,41786,34164,46093,23637,10982,33.5,284168,243086,47598,2295,102426,3520,49943,53274,602026.0,400330.0,263958.0,97866.0,2015
0500000US06079,San Luis Obispo ,276517,140953,135564,13699,14130,14070,22035,29954,32242,29558,35028,20420,18757,26050,14039,6535,39.3,60181,192918,5324,1075,9851,284,13484,60691,237451.0,193940.0,81716.0,32129.0,2015
0500000US06081,San Mateo ,748731,368416,380315,45959,46981,43245,40684,41641,105291,110075,111143,51314,45034,58669,32640,16055,39.5,189389,305166,18471,875,195976,10245,54559,93623,679533.0,565914.0,192317.0,65315.0,2015
0500000US06083,Santa Barbara ,435850,218483,217367,28241,26208,27479,37072,48833,57468,49938,52773,26566,21716,30849,18474,10233,33.6,192304,201998,7421,1791,21535,630,19944,63985,361176.0,271058.0,136945.0,67598.0,2015
0500000US06085,Santa Clara ,1868149,939004,929145,122397,126094,118268,113689,119072,282785,283308,271427,115664,92582,123435,69222,30206,36.8,497074,627328,44980,3507,626036,6226,122519,96310,1689578.0,1376784.0,460314.0,169592.0,2015
0500000US06087,Santa Cruz ,269278,133714,135564,14963,15024,15292,22500,27597,32997,32393,36145,19893,17957,20623,9136,4758,37.0,88602,157042,2335,629,11370,300,17571,67256,236212.0,183136.0,80098.0,31793.0,2015
0500000US06089,Shasta ,178942,87851,91091,10381,11315,10255,11184,11411,21276,18967,24324,13481,12853,19339,9741,4415,42.2,16384,145248,1752,4011,4672,380,12916,44620,153321.0,100112.0,79489.0,24246.0,2015
0500000US06091,Sierra ,3021,1505,1516,94,153,156,133,50,209,347,414,445,283,470,187,80,54.5,268,2658,3,26,1,14,102,42833,2625.0,1760.0,1467.0,366.0,2015
0500000US06093,Siskiyou ,43895,21825,22070,2289,2684,2377,2479,2231,4327,4287,5815,3788,3968,5832,2592,1226,47.8,5044,34244,614,1196,689,132,3932,37170,38301.0,23333.0,22226.0,5401.0,2015
0500000US06095,Solano ,425753,211881,213872,26324,27735,27727,28142,31054,59524,53038,61069,29032,27070,32407,15999,6632,37.3,107592,169259,57650,1275,62369,3414,47268,66828,368887.0,285522.0,133766.0,43806.0,2015
0500000US06097,Sonoma ,495078,242817,252261,26804,29682,28851,31355,32227,63961,60603,70032,36804,35743,45968,21657,11391,40.8,127774,320545,6762,2671,18839,1398,32496,64240,433969.0,339738.0,157362.0,56889.0,2015
0500000US06099,Stanislaus ,527367,261045,266322,39139,39762,41472,40540,38883,73399,66814,68281,30989,26042,35167,18522,8357,33.5,230087,235880,12904,2593,27680,3704,28110,50125,449182.0,286817.0,208557.0,74856.0,2015
0500000US06101,Sutter ,95247,47349,47898,6562,8066,6328,6803,6676,12685,11760,12349,5583,5050,7298,4387,1700,35.4,28261,46108,1841,663,13948,286,8150,52017,79796.0,51292.0,38968.0,14242.0,2015
0500000US06103,Tehama ,63152,31489,31663,4018,4351,4206,4182,3635,7400,7158,8705,4499,4060,6307,3313,1318,40.5,14813,44291,291,1112,802,126,3425,41001,54328.0,33263.0,29896.0,8257.0,2015
0500000US06105,Trinity ,13373,6878,6495,632,575,646,735,465,1209,1463,1919,1189,1425,1841,867,407,50.3,955,11096,151,456,159,109,880,34974,10734.0,5896.0,6518.0,2426.0,2015
0500000US06107,Tulare ,454033,227426,226607,40324,41459,38981,37324,34981,63617,55868,52366,22787,20214,26396,13631,6085,30.3,283533,139581,6021,3069,14542,551,13184,42031,370311.0,193784.0,208435.0,79436.0,2015
0500000US06109,Tuolumne ,54079,28218,25861,2252,2804,2354,2897,2901,6266,5478,7389,4472,4975,7101,3583,1607,48.6,6139,43995,970,795,737,78,2687,50306,45664.0,32547.0,23495.0,5176.0,2015
0500000US06111,Ventura ,840833,416484,424349,54208,55507,59680,60394,60277,108905,107917,121007,57202,45652,61864,32264,15956,37.1,349799,395199,13462,2268,58242,1212,40554,77348,719302.0,557424.0,242866.0,114755.0,2015
0500000US06113,Yolo ,207320,100937,106383,12153,12799,12471,19149,30055,28067,23898,24504,11336,10131,12801,6585,3371,30.9,64526,100100,4708,947,27987,938,15834,54989,183329.0,145068.0,56793.0,22427.0,2015
0500000US06115,Yuba ,73437,37300,36137,6065,6047,5340,5189,5644,11157,8740,8932,4811,3355,4889,2426,842,32.1,19611,41676,2377,740,5214,214,6851,46892,60967.0,37035.0,31922.0,10144.0,2015
0500000US06001,Alameda ,1605217,786730,818487,97572,97295,94149,95047,107875,256823,237847,225126,104823,88961,115361,56825,27513,37.2,362070,523797,176819,4959,449676,13223,144822,79831,1460959.0,1143354.0,459358.0,133234.0,2016
0500000US06003,Alpine ,1184,692,492,51,58,75,129,81,106,132,129,95,82,150,83,13,42.8,92,804,10,224,9,0,90,62375,1009.0,655.0,484.0,175.0,2016
0500000US06005,Amador ,36963,19839,17124,1392,1616,1620,1944,1645,3476,3991,5587,3069,3481,5627,2406,1109,50.3,4822,29436,860,458,521,72,1584,57032,30689.0,22454.0,15581.0,2323.0,2016
0500000US06007,Butte ,223877,110926,112951,12220,13202,12142,15752,26166,27381,23191,25984,15264,14430,21215,11445,5485,36.9,34503,164398,3279,1553,9497,380,20194,44366,197738.0,132465.0,96959.0,23714.0,2016
0500000US06009,Calaveras ,44787,22156,22631,1827,2551,1973,2590,1993,3779,4043,6346,4276,4164,7064,3093,1088,51.2,5028,36857,256,400,448,155,3253,53502,40735.0,29287.0,20450.0,3667.0,2016
0500000US06011,Colusa ,21361,11097,10264,1574,1660,1740,1528,1467,2794,2504,2723,1400,1191,1669,902,209,34.7,12351,7881,212,191,346,20,669,54946,17878.0,10470.0,9486.0,3296.0,2016
0500000US06013,Contra Costa ,1107925,540671,567254,65295,74595,74705,72546,67904,138690,149266,164966,76597,65998,90980,44847,21536,39.1,277676,504792,93809,2823,169695,5177,104421,82881,1008837.0,811996.0,326148.0,93620.0,2016
0500000US06015,Del Norte ,27628,15168,12460,1631,1594,1604,1644,1761,4082,3336,3886,2039,1829,2523,1135,564,38.1,5326,17427,632,1671,650,31,3741,42363,21543.0,12593.0,12348.0,2605.0,2016
0500000US06017,El Dorado ,183000,91349,91651,8525,10814,11421,11792,10148,17832,20429,28382,16487,14459,19918,9164,3629,45.2,22868,144069,1576,1203,7542,331,10587,72586,167988.0,136195.0,60890.0,13912.0,2016
0500000US06019,Fresno ,963160,480527,482633,79212,79297,74717,73242,77556,142862,117078,113308,53070,44893,61323,31101,15501,31.6,501136,296265,45506,4357,93878,1255,39936,45963,816964.0,475270.0,430274.0,134940.0,2016
0500000US06021,Glenn ,27976,14216,13760,2048,1984,2232,1988,1869,3367,3320,3541,1770,1784,2282,1268,523,36.9,11255,14845,195,468,685,103,850,41699,23650.0,14279.0,12473.0,4015.0,2016
0500000US06023,Humboldt ,135182,67449,67733,7365,7728,6912,9133,13141,18527,16277,15844,10202,9300,12552,5708,2493,37.6,14530,101904,1374,6145,3692,331,14149,42685,114883.0,74140.0,59457.0,19266.0,2016
0500000US06025,Imperial ,178807,91324,87483,14924,14636,13238,13803,14527,25057,21775,21395,9810,8331,11712,6737,2862,32.2,147880,21334,4195,1151,2227,129,3672,42560,143703.0,76585.0,78365.0,24991.0,2016
0500000US06027,Inyo ,18326,9235,9091,1067,910,1114,1043,959,2031,1962,2308,1363,1616,2156,1132,665,45.4,3867,11733,179,1969,222,34,635,47278,16035.0,11802.0,7296.0,1844.0,2016
0500000US06029,Kern ,871337,447079,424258,72235,73398,69668,66785,70447,131056,109173,104829,47145,40559,51464,25089,9489,31.2,449747,313983,45298,4464,38843,997,35155,49788,729975.0,441445.0,355141.0,112428.0,2016
0500000US06031,Kings ,150261,83207,67054,11954,11893,10975,10600,13016,25007,20647,18791,7783,5964,7892,4154,1585,31.4,79862,50536,8917,1163,5422,336,7722,47241,114331.0,72374.0,53029.0,16702.0,2016
0500000US06033,Lake ,64076,31982,32094,3603,3495,3591,3755,3410,6978,6453,8744,5610,5315,7916,3766,1440,45.8,12086,46301,1329,1898,839,68,3019,36132,54114.0,29165.0,34579.0,9286.0,2016
0500000US06035,Lassen ,31945,21191,10754,1441,1306,1597,1618,3165,6214,4476,4308,2010,1888,2359,1076,487,36.4,5880,21101,2808,800,533,236,1136,51457,20344.0,14763.0,9151.0,1809.0,2016
0500000US06037,Los Angeles ,10057155,4954616,5102539,636122,623651,633141,682708,769454,1564349,1401310,1380576,620293,518349,684208,371171,171823,35.8,4861648,2687787,801182,18765,1413105,24439,471107,57952,8403192.0,5572702.0,3468111.0,1585437.0,2016
0500000US06039,Madera ,153366,74035,79331,11668,12471,11631,11233,11191,21230,19138,18219,8773,8101,11807,5860,2044,33.5,86265,54887,4679,1450,2906,132,5773,45742,124752.0,68490.0,72056.0,20801.0,2016
0500000US06041,Marin ,259358,126745,132613,12685,15243,16336,14058,11319,23534,33642,41698,20212,20155,29384,14389,6703,45.7,40943,186361,5849,476,14525,381,19837,100310,238315.0,200111.0,75388.0,16231.0,2016
0500000US06043,Mariposa ,17645,8881,8764,731,770,804,978,822,1748,1640,2531,1547,1693,2676,1423,282,50.6,1789,14381,226,379,224,27,1238,49265,16208.0,11914.0,8063.0,1267.0,2016
0500000US06045,Mendocino ,87409,43634,43775,5164,5635,4973,5286,4691,10190,10168,11000,6336,7424,10302,4159,2081,42.3,20955,58018,499,2792,1521,185,6610,43510,75699.0,42465.0,44586.0,10931.0,2016
0500000US06047,Merced ,265001,133782,131219,21476,22462,22477,23013,21565,37261,32529,30982,14082,11418,15970,8501,3265,30.6,152475,78119,8221,807,19377,500,10481,44397,227897.0,127380.0,122360.0,34099.0,2016
0500000US06049,Modoc ,9033,4637,4396,382,531,568,524,345,946,943,1196,603,907,1246,641,201,47.1,1335,7014,82,367,110,8,229,41194,7525.0,4486.0,4391.0,1261.0,2016
0500000US06051,Mono ,14051,7551,6500,617,837,978,643,1689,1661,1608,2107,1219,836,1216,459,181,38.9,3865,9254,74,317,167,0,748,58937,11181.0,8216.0,4433.0,2783.0,2016
0500000US06053,Monterey ,430201,219883,210318,33073,32271,31021,30363,32977,63667,55842,52441,24736,22257,28912,14659,7982,33.7,247084,133626,10653,1085,24480,1983,21918,60889,346780.0,232209.0,153808.0,66570.0,2016
0500000US06055,Napa ,140823,70010,70813,7686,8090,9518,9066,9220,17201,17862,19326,9916,8989,13322,6807,3820,40.7,47164,75647,2849,426,10735,250,7033,74609,126190.0,101133.0,44605.0,12709.0,2016
0500000US06057,Nevada ,98639,48833,49806,4243,4642,5286,5545,4596,9587,10342,13080,8533,9692,13852,6198,3043,49.5,9019,84469,472,876,1246,57,4900,57429,86756.0,65169.0,40052.0,10911.0,2016
0500000US06059,Orange ,3132211,1546687,1585524,189534,195681,207155,213027,226342,440004,423886,455268,202646,165967,231194,124554,56953,37.3,1070553,1314672,47971,6475,596998,8847,167487,78145,2730728.0,2045413.0,919070.0,384240.0,2016
0500000US06061,Placer ,370571,180790,189781,20139,23948,25316,24324,20246,40974,47307,53166,25819,23153,37347,20143,8689,41.5,49904,275220,5162,1252,24485,529,27703,76926,339479.0,289002.0,106331.0,28326.0,2016
0500000US06063,Plumas ,18754,9484,9270,876,942,750,925,762,1793,1900,2428,1745,1960,2952,1226,495,51.7,1578,15697,26,352,171,190,1389,50125,16689.0,11850.0,8592.0,1908.0,2016
0500000US06065,Riverside ,2323892,1156126,1167766,157562,171118,175355,179233,171728,313835,297470,302022,133322,115755,172853,95996,37643,34.8,1102968,865631,137779,9407,139108,6262,121725,57972,1963426.0,1302330.0,857100.0,338467.0,2016
0500000US06067,Sacramento ,1479300,722955,756345,99086,100822,100508,96125,104115,223954,192628,197063,94146,81589,107463,55771,26030,35.7,332967,685952,141420,6047,220310,15090,149347,57509,1312350.0,930862.0,540017.0,151656.0,2016
0500000US06069,San Benito ,58051,29062,28989,3919,4297,4642,4491,4041,7582,7503,8206,3703,3148,3868,1807,844,35.1,33864,20984,416,176,1447,89,2072,73814,51298.0,36979.0,19328.0,6594.0,2016
0500000US06071,San Bernardino ,2106754,1047925,1058829,154388,160173,160700,164728,172986,306145,271401,272099,123313,102616,130766,62068,25371,32.7,1089104,642786,170376,6840,138751,6368,100641,54469,1768872.0,1123962.0,787120.0,290269.0,2016
0500000US06073,San Diego ,3253356,1635137,1618219,211794,200294,194958,212903,271647,522891,428775,425423,198255,172981,230617,122780,60038,35.3,1076319,1519704,154251,11833,369052,14043,210765,66529,2768312.0,2112298.0,951030.0,385939.0,2016
0500000US06075,San Francisco ,850282,433226,417056,38715,31467,27714,30824,52567,192694,136563,115444,51607,50392,64739,37638,19918,38.4,129898,350088,43758,1427,285040,2922,70081,87701,787164.0,619665.0,239641.0,58719.0,2016
0500000US06077,San Joaquin ,714860,355719,359141,52509,55602,57139,55154,52344,96811,91909,91952,41774,35750,48717,24348,10851,33.7,289329,242025,47799,1917,103998,3697,51284,55045,623883.0,408807.0,280396.0,82648.0,2016
0500000US06079,San Luis Obispo ,278680,141572,137108,13611,14188,14208,22264,30064,32178,29596,34238,20055,19354,27906,14403,6615,39.0,61095,194201,5188,1004,10070,256,13626,64014,244561.0,199143.0,84383.0,27491.0,2016
0500000US06081,San Mateo ,754748,371545,383203,45703,47053,43819,40528,42143,107204,109953,110482,51795,45549,61033,33231,16255,39.5,189305,305123,17479,845,201128,10395,58185,98546,696732.0,576493.0,200489.0,54146.0,2016
0500000US06083,Santa Barbara ,439395,220159,219236,28474,26922,27140,37415,49081,58016,49928,51922,26140,22840,32362,18985,10170,33.7,195021,201836,7622,1400,22305,573,20917,65161,373141.0,276068.0,146013.0,58970.0,2016
0500000US06085,Santa Clara ,1885056,949223,935833,120684,125390,120205,113584,120428,290150,281277,270578,117311,95175,128311,70202,31761,36.8,496591,625218,44874,3196,643830,6675,125354,101173,1731960.0,1400734.0,483314.0,144253.0,2016
0500000US06087,Santa Cruz ,270931,134367,136564,14960,14986,15224,22852,27522,32907,32156,35718,20078,17904,22393,9474,4757,37.0,89587,157652,2156,515,11720,282,17621,70088,241938.0,185583.0,85266.0,27600.0,2016
0500000US06089,Shasta ,179228,87903,91325,10466,10981,10504,10886,11156,21813,18892,23619,13261,13080,20093,10064,4413,42.3,16703,145094,1700,3819,5201,53,13231,45582,157273.0,101991.0,82724.0,20547.0,2016
0500000US06091,Sierra ,2931,1449,1482,103,154,130,99,64,192,323,384,473,245,487,184,93,55.2,305,2519,2,33,1,14,114,43984,2666.0,1806.0,1465.0,236.0,2016
0500000US06093,Siskiyou ,43668,21713,21955,2288,2660,2334,2474,2187,4452,4121,5547,3811,3853,6074,2580,1287,47.9,5100,33896,695,1288,692,120,3722,38524,39223.0,22781.0,23679.0,4291.0,2016
0500000US06095,Solano ,429596,213518,216078,26482,27489,27757,27611,30992,60796,53064,60122,29617,27391,34762,16583,6930,37.5,109287,169401,58604,1068,63669,3481,47369,69227,378368.0,290169.0,142509.0,38213.0,2016
0500000US06097,Sonoma ,497776,243919,253857,26442,29071,29119,30779,31748,64564,60767,68967,36447,36528,49488,22233,11623,41.2,129634,320566,6669,2326,19173,1395,34072,66833,443452.0,344024.0,166005.0,49892.0,2016
0500000US06099,Stanislaus ,530561,262151,268410,39067,39718,41965,39682,38780,74394,66844,67585,31443,26640,37023,19177,8243,33.8,234995,234089,13102,2283,27772,3485,28667,51591,466512.0,292562.0,223762.0,60716.0,2016
0500000US06101,Sutter ,95406,47486,47920,6604,7735,6584,6694,6520,12804,11671,12140,5725,5134,7597,4260,1938,35.6,28485,45750,1759,653,14229,316,8313,52943,81773.0,51729.0,40649.0,12398.0,2016
0500000US06103,Tehama ,63015,31379,31636,3859,4486,4185,3973,3690,7284,7160,8467,4307,4328,6591,3381,1304,40.6,14959,44001,356,1073,883,3,3465,40687,55726.0,33297.0,31387.0,6761.0,2016
0500000US06105,Trinity ,13180,6752,6428,581,610,656,756,390,1100,1504,1824,1197,1381,1888,952,341,50.6,950,10936,144,566,169,138,546,35270,10861.0,5934.0,6620.0,2135.0,2016
0500000US06107,Tulare ,455769,227963,227806,39815,41120,39690,37238,34807,63782,56100,52024,23170,20531,27538,13982,5972,30.4,287144,137157,5866,2923,14426,593,14431,42789,384492.0,196374.0,220748.0,67127.0,2016
0500000US06109,Tuolumne ,53864,28134,25730,2288,2782,2284,2845,2971,6221,5587,6883,4453,4922,7355,3597,1676,48.2,6233,43743,945,682,692,69,2992,50731,46393.0,32282.0,24399.0,4409.0,2016
0500000US06111,Ventura ,843110,417442,425668,53353,55811,58771,59335,60524,109494,106709,119452,57762,47279,65252,32971,16397,37.3,353232,393301,13395,2313,58483,1144,41536,78593,733431.0,562762.0,254122.0,103017.0,2016
0500000US06113,Yolo ,209671,102268,107403,12353,12725,12540,19355,30460,28288,24315,24067,11371,10416,13499,6753,3529,30.9,65448,100824,4611,533,28836,809,16767,57663,188509.0,147440.0,60572.0,19648.0,2016
0500000US06115,Yuba ,73897,37471,36426,6123,6012,5337,4986,5716,11409,8798,8751,4698,3604,5180,2325,958,32.2,19903,42150,2198,699,5058,278,7182,48739,62722.0,38185.0,32877.0,8750.0,2016
